CAD;D0000;B0007;D0002;D0003;D0100;D0101
1485;POÇO;31;;;-6.0174;-38.6696
1486;POÇO;31;;;-6.0175;-38.6697
1487;RIO JAGUARIBE;31;;;-59295;-38.6634
1488;RIO;31;;;-59676;-38.6755
1489;RIO;31;;;-59835;-38.6793
1490;POÇO;31;;;-6.0039;-38.6654
1491;RIO;31;;;-59843;-38.6751
1492;RIO JAGUARIBE;31;;;-59393;-38.6657
1493;POÇO;31;;;-6.0037;-38.6655
1494;RIO JAGUARIBE;31;;;-59408;-38.6662
1495;RIO JAGUARIBE;31;;;-59278;-38.6614
1496;RIO;31;;;-59687;-38.6752
1497;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55674;-38.4943
1498;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55608;-38.4944
1499;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55651;-38.4999
1500;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55657;-38.4964
1501;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55662;-38.4999
1502;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55589;-38.4973
1503;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55662;-38.5001
1504;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55695;-38.4972
1505;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55639;-38.4972
1506;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55630;-38.5000
1507;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55610;-38.4942
1508;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55700;-38.4972
1509;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55604;-38.4959
1510;PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55621;-38.5001
1511;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55588;-38.4975
1512;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55546;-38.4878
1513;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55609;-38.4930
1514;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55610;-38.4943
1515;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55675;-38.4972
1516;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55600;-38.4906
1517;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55542;-38.4852
1518;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55663;-38.4887
1519;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55666;-38.4887
1520;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55521;-38.4842
1521;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55661;-38.4999
1522;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim; 7292433/2014;-55600;-38.5001
1523;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55514;-38.4836
1524;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55649;-38.4943
1525;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55612;-38.4958
1526;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55591;-38.4999
1527;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55638;-38.4944
1528;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55600;-38.5001
1529;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55679;-38.5057
1530;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55593;-38.4971
1531;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim; 7292433/2014;-55636;-38.4992
1532;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55596;-38.4902
1533;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55589;-38.4983
1534;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55682;-38.4913
1535;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55634;-38.5006
1536;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54250;-38.4479
1537;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54274;-38.4464
1538;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55607;-38.4958
1539;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54389;-38.4500
1540;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54254;-38.4444
1541;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55640;-38.4875
1542;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54270;-38.4380
1543; CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54314;-38.4428
1544;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54294;-38.4408
1545;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;;7292433/2014;-54351;-38.4465
1546;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;7292433/2014;-54391;-38.4530
1547;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55633;-38.4888
1548;CANAL;30;Sim;;-54247;-38.4477
1549;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55668;-38.4943
1550;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55633;-38.4944
1551;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55662;-38.4972
1552;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55661;-38.5000
1553;CANAL;30;Sim;;-54249;-38.4438
1554;CANAL;30;Sim;;-54249;-38.4438
1555;CANAL;30;Sim;;-54351;-38.4461
1556;CANAL;30;Sim;;-54292;-38.4360
1557;CANAL;30;Sim;;-54261;-38.4449
1558;CANAL;30;Sim;;-54369;-38.4486
1559;CANAL;30;Sim;;-54264;-38.4453
1560;CANAL;30;Sim;;-54362;-38.4391
1561;CANAL;30;Sim;;-54236;-38.4425
1562;CANAL;30;Sim;;-54262;-38.4374
1563;CANAL;30;Sim;;-54392;-38.4530
1564;CANAL;30;Sim;;-54288;-38.4478
1565;CANAL;30;Sim;;-54376;-38.4492
1566;CANAL;30;Sim;;-54401;-38.4516
1567;CANAL DO PERIMETRO IRRIGADO CURAPATI;30;Sim;7292433/2014;-55607;-38.4957
1568;CANAL;30;Sim;;-54403;-38.4522
1569;CANAL;30;Sim;;-54278;-38.4347
1570;CANAL;30;Sim;;-54332;-38.4436
1571;CANAL;30;Sim;;-54288;-38.4357
1572;CANAL;30;Sim;;-54357;-38.4472
1573;CANAL;30;Sim;;-54276;-38.4466
1574;CANAL;30;Sim;;-54261;-38.4451
1575;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;;-54308;-38.4337
1576;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;;-54294;-38.4381
1577;CANAL;30;Sim;;-54349;-38.4460
1578;CANAL;30;Sim;;-54381;-38.4492
1579;CANAL DO PERIMETRO IRRIGADO DO MANDACARU;30;Sim;;-54315;-38.4375
1580;CANAL;30;Sim;;-54326;-38.4429
1581;CANAL;30;Sim;;-54319;-38.4428
1582;CANAL;30;Sim;;-54321;-38.4425
1583;CANAL;30;Sim;;-54298;-38.4365
1584;CANAL;30;Sim;;-54338;-38.4444
1585;CANAL;30;Sim;;-54405;-38.4530
1586;CANAL;30;Sim;;-54299;-38.4414
1587;CANAL;30;Sim;;-54338;-38.4452
1588;CANAL;30;Sim;;-54381;-38.4495
1589;CANAL;30;Sim;;-54278;-38.4385
1590;CANAL;30;Sim;;-54341;-38.4328
1591;CANAL;30;Sim;;-54360;-38.4469
1592;CANAL;30;Sim;;-54345;-38.4459
1593;CANAL;30;Sim;;-54343;-38.4451
1594;CANAL;30;Sim;;-54319;-38.4379
1595;CANAL;30;Sim;;-54396;-38.4509
1596;CANAL;30;Sim;;-54399;-38.4505
1597;CANAL;30;Sim;;-54359;-38.4474
1598;CANAL;30;Sim;;-54324;-38.4351
1599;CANAL;30;Sim;;-54288;-38.4477
1600;CANAL;30;Sim;;-54286;-38.4478
1601;CANAL;30;Sim;;-54389;-38.4498
1602;CANAL;30;Sim;;-54251;-38.4438
1603;CANAL;30;Sim;;-54330;-38.4443
1604;CANAL;30;Sim;;-54354;-38.4382
1605;CANAL;30;Sim;;-54237;-38.4427
1606;CANAL;30;Sim;;-54299;-38.4415
1607;CANAL;30;Sim;;-54273;-38.4379
1608;CANAL;30;Sim;;-54274;-38.4465
1609;CANAL;30;Sim;;-54284;-38.4353
1610;CANAL;30;Sim;;-54311;-38.4416
1611;CANAL;30;Sim;;-54323;-38.4437
1612;CANAL;30;Sim;;-54316;-38.4375
1613;CANAL;30;Sim;;-54366;-38.4478
1614;CACIMBÃO;27;Não;;-6.0224;-38.4126
1615;POÇO;27;Não;;-6.0231;-38.4109
1616;Poço profundo ;27;Não;;-6.0129;-38.3473
1617;POÇO;27;Não;;-6.0206;-38.4088
1618;CACIMBÃO;27;Não;;-6.0139;-38.4079
1619;CACIMBÃO;27;Não;;-6.0169;-38.4089
1620;POÇO;27;Não;;-6.0221;-38.4057
1621;CACIMBÃO;27;Não;;-6.0147;-38.4102
1622;CACIMBÃO;27;Não;;-6.0200;-38.4071
1623;CACIMBÃO ;27;Não;;-6.0166;-38.4121
1624;RIO DA RAPOSA;27;Não;;-59258;-38.2804
1625;CACIMBÃO ;27;Não;;-6.0207;-38.4102
1626;POÇO PROFUNDO;27;Não;;-6.0361;-38.3305
1627;CACIMBÃO ;27;Não;;-6.0193;-38.4073
1628;AÇUDE;27;Não;;-59400;-38.2834
1629;CACIMBÃO ;27;Não;;-59960;-38.3619
1630;AÇUDE;27;Não;;-59976;-38.305
1631;AÇUDE;27;Não;;-59893;-38.3473
1632;CACIMBÃO;27;Não;;-6.0156;-38.4097
1633;poço;43;Sim;649;-51002;-38.0741
1634;poço;43;Sim;00199/06;-50988;-38.0735
1635;poço;43;Sim;00189/05;-50947;-38.0730
1636;poço;43;Sim;;-51061;-38.0809
1637;poço;43;Sim;00169/06;-51254;-38.0857
1638;poço;43;Sim;00154/05;-50977;-38.0791
1639;poço;43;Sim;00192/05;-50966;-38.0782
1640;poço;43;Sim;00046/04;-51023;-38.0788
1641;poço;43;Sim;01301/01;-51057;-38.0802
1642;poço misto;43;Sim;89;-51163;-38.0812
1643;poço;43;Sim;408/15;-51176;-38.0954
1644;BATERIA DE POÇOS;43;Sim;028/18;-51214;-38.0943
1645;RIO JAGUARIBE;43;Sim;;-50802;-38.0851
1646;RIO JAGUARIBE;43;Sim;;-50785;-38.0862
1647;RIACHO SECO;43;Sim;01161/01;-50801;-38.0904
1648;poço;43;Sim;00140/05;-51121;-38.0892
1649;poço;43;Sim;00154/05;-51175;-38.0956
1650;POÇO AMAZONAS;43;Sim;01261/01;-51674;-38.1012
1651;POÇO AMAZONAS;43;Sim;00012/04;-51657;-38.0812
1652;poço;43;Sim;00143/05;-51749;-38.0940
1653;poço;43;Sim;00310/05;-51700;-38.1127
1654;RIO BANABUIÚ;43;Sim;405;-51361;-38.1038
1655;poço;43;Sim;00153/05;-51379;-38.1076
1656;poço;43;Sim;01103/01;-51701;-38.1128
1657;RIO BANABUIÚ;43;Sim;01115/01;-51359;-38.1210
1658;POÇO AMAZONAS;43;Sim;01281/01;-51650;-38.0816
1659;poço;43;Sim;00252/05;-51245;-38.0725
1660;poço amazonas;43;Sim;02014/17;-51003;-38.0341
1661;BATERIA DE POÇOS;43;Sim;240;-51616;-38.0739
1662;RIO QUIXERÉ;43;Sim;01169/01;-51057;-38.0387
1663;POÇO AMAZONAS;43;Sim;01430/01;-51337;-38.0734
1664;poço;43;Sim;21;-50970;-38.0295
1665;POÇO TUBULAR RASO;43;Sim;789;-51620;-38.0733
1666;BATERIA DE POÇOS;43;Sim;01892/17;-50960;-38.0472
1667;POÇO AMAZONAS;43;Sim;01254/01;-51056;-38.0250
1668;POÇO AMAZONAS;43;Sim;00025/06;-50873;-38.0396
1669;POÇO AMAZONAS;43;Sim;01026/01;-50813;-38.0362
1670;POÇO AMAZONAS;43;Sim;01254/01;-51052;-38.0270
1671;POÇO MISTO;43;Sim;00026/06;-50865;-38.0395
1672;RIO JAGUARIBE;43;Sim;01327/17;-51032;-38.0221
1673;POÇO MISTO;43;Sim;00238/04;-50883;-38.0400
1674;POÇO MISTO;43;Sim;951;-50938;-38.0440
1675;RIO JAGUARIBE;43;Sim;01243/17;-51038;-38.0284
1676;RIO JAGUARIBE;43;Sim;0512/18;-51602;-38.0491
1677;BATERIA DE POÇOS;43;Sim;01866/17;-51344;-38.0574
1678;RIO QUIXERÉ;43;Sim;46;-51527;-38.0478
1679;RIO QUIXERÉ;43;Sim;00239/03;-51576;-38.0481
1680;RIO QUIXERÉ;43;Sim;00239/03;-51550;-38.0482
1681;POÇO AMAZONAS;43;Sim;01267/01;-51379;-38.0575
1682;POÇO AMAZONAS;43;Sim;01268/01;-51321;-38.0551
1683;açude;43;Sim;01298/01;-51428;-38.0587
1684;RIO JAGUARIBE;43;Sim;0496/17;-51363;-38.0572
1685;RIO JAGUARIBE;43;Sim;01189/17;-51348;-38.0567
1686;CANAL;43;Sim;998/2020;-51939;-38.0023
1687;CANAL;43;Sim;998/2020;-51846;-38.0170
1688;CANAL;43;Sim;998/2020;-51937;-38.0024
1689;CANAL;43;Sim;998/2020;-51846;-38.0170
1690;CANAL;43;Sim;998/2020;-52092;-38.0166
1691;CANAL;43;Sim;998/2020;-51894;-38.0001
1692;CANAL;43;Sim;998/2020;-51894;-38.0000
1693;CANAL;43;Sim;998/2020;-51894;-38.0000
1694;CANAL;43;Sim;998/2020;-51934;-38.0026
1695;CANAL;43;Sim;988/2020;-52092;-38.0166
1696;CANAL;43;Sim;998/2020;-51894;-38.0002
1697;CANAL;43;Sim;998/2020;-51894;-38.0001
1698;CANAL;43;Sim;998/2020;-51893;-38.0001
1699;CANAL;43;Sim;998/2020;-51935;-38.0025
1700;CANAL;43;Sim;998/2020;-52093;-38.0166
1701;CANAL;43;Sim;998/2020;-52093;-38.0166
1702;CANAL;43;Sim;998/2020;-52093;-38.0166
1703;CANAL;43;Sim;998/2020;-52093;-38.0166
1704;CANAL;43;Sim;998/2020;-52093;-38.0166
1705;CANAL;43;Sim;998/2020;-51893;-38.0001
1706;CANAL;43;Sim;998/2020;-51995;-38.0121
1707;CANAL;43;Sim;998/2020;-51996;-38.0122
1708;CANAL;43;Sim;998/2021;-51994;-38.0121
1709;CANAL;43;Sim;998/2020;-52093;-38.0166
1710;CANAL;43;Sim;998/2020;-51995;-38.0122
1711;CANAL;43;Sim;998/2020;-51996;-38.0122
1712;CANAL;43;Sim;998/2020;-51996;-38.0122
1713;CANAL;43;Sim;998/2020;-52015;-38.0191
1714;CANAL;43;Sim;998/2020;-52015;-38.0192
1715;CANAL;43;Sim;998/2020;-51996;-38.0122
1716;CANAL;43;Sim;998/2020;-52015;-38.0192
1717;CANAL;43;Sim;998/2020;-52015;-38.0191
1718;CANAL;43;Sim;988/2020;-52013;-38.0192
1719;CANAL;43;Sim;998/2020;-51996;-38.0122
1720;CANAL;43;Sim;998/2020;-52139;-38.0308
1721;CANAL;43;Sim;988/2020;-52059;-38.0273
1722;CANAL;43;Sim;998/2020;-52015;-38.0191
1723;CANAL;43;Sim;998/2020;-52014;-38.0192
1724;CANAL;43;Sim;998/2020;-52059;-38.0273
1725;CANAL;43;Sim;998/2020;-52128;-38.0230
1726;CANAL;43;Sim;998/2020;-52127;-38.0230
1727;CANAL;43;Sim;988/2020;-52059;-38.0273
1728;CANAL;43;Sim;998/2020;-52013;-38.0192
1729;CANAL;43;Sim;988/2020;-52059;-38.0273
1730;CANAL;43;Sim;998/2020;-52127;-38.0232
1731;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51626;-38.0086
1732;CANAL;43;Sim;998/2020;-52139;-38.0309
1733;CANAL;43;Sim;998/2020;-52127;-38.0231
1734;CANAL;43;Sim;998/2020;-52127;-38.0230
1735;CANAL;43;Sim;998/2020;-52128;-38.0230
1736;CANAL;43;Sim;998/2020;-52140;-38.0309
1737;CANAL;43;Sim;998/2020;-52041;-38.0402
1738;CANAL;43;Sim;998/2020;-52128;-38.0230
1739;CANAL;43;Sim;998/2020;-52128;-38.0230
1740;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51497;-38.0069
1741;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;;998/2020;-51595;-38.0046
1742;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-52176;-379903
1743;CANAL;43;Sim;998/2020;-52139;-38.0308
1744;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51516;-38.0126
1745;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51986;-38.0470
1746;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51607;-38.0064
1747;CANAL;43;Sim;998/2020;-51911;-38.0345
1748;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51626;-38.0086
1749;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51891;-379660
1750;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51740;-379970
1751;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51905;-379395
1752;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51955;-379940
1753;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51643;-379976
1754;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51571;-379940
1755;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51643;-379957
1756;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51889;-379660
1757;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51682;-379974
1758;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51690;-38.0021
1759;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51737;-38.0022
1760;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51588;-379927
1761;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51663;-379966
1762;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51572;-379942
1763;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51539;-379963
1764;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51539;-379964
1765;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51558;-379950
1766;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51556;-379953
1767;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51760;-38.0048
1768;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51633;-379974
1769;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51587;-379930
1770;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51784;-38.0017
1771;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51782;-38.0016
1772;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51924;-38.0101
1773;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51789;-38.0011
1774;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51789;-38.0011
1775;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51431;-38.0061
1776;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51924;-38.0074
1777;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51772;-38.0033
1778;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51772;-38.0033
1779;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51760;-38.0048
1780;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51924;-38.0101
1781;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51925;-38.0063
1782;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51406;-38.0029
1783;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51432;-38.0062
1784;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51420;-38.0046
1785;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51400;-38.0019
1786;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51925;-38.0064
1787;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51923;-38.0091
1788;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51924;-38.0091
1789;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51924;-38.0074
1790;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51413;-38.0037
1791;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51387;-38.0002
1792;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51367;-379976
1793;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51377;-379991
1794;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51360;-379967
1795;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51456;-38.0032
1796;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51449;-38.0024
1797;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51403;-38.0024
1798;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51387;-38.0003
1799;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51420;-38.0046
1800;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51424;-379990
1801;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51399;-379958
1802;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51366;-379974
1803;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51360;-379967
1804;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2021;-51472;-379993
1805;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51413;-379975
1806;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51389;-379944
1807;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51440;-38.0011
1808;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51400;-379960
1809;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-5144;-38.0013
1810;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51456;-38.0034
1811;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51402;-379961
1812;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51401;-379959
1813;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51482;-38.0006
1814;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51390;-379943
1815;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51490;-38.0017
1816;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51449;-38.0023
1817;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51431;-379939
1818;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51418;-379924
1819;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51425;-379991
1820;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51442;-379953
1821;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51457;-379973
1822;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51510;-379981
1823;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51431;-379939
1824;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51482;-38.0010
1825;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51416;-379918
1826;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51519;-379994
1827;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51468;-379988
1828;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51420;-379923
1829;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51490;-38.0016
1830;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51414;-379916
1831;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51475;-379935
1832;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51461;-379917
1833;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51487;-379951
1834;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51475;-379936
1835;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51519;-379994
1836;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51431;-379938
1837;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51449;-379901
1838;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51496;-379965
1839;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51442;-379892
1840;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51358;-379933
1841;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51315;-379876
1842;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51509;-379981
1843;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51346;-379915
1844;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51303;-379861
1845;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51486;-379950
